Darījumu skaits atlasē,Darījuma ID,Objekts,Īpašuma kadastra numurs,Adreses pieraksts,Novads,Pilsēta,Pagasts,Darījuma datums,"Darījuma summa, EUR",Zemes vienību kadastra apzīmējumi(saraksts) (viena darījuma ietvaros) ,Zemes daļas(skaitītājs),Zemes daļas(saucējs),"Pārdotā zemes kopplatība, m2 ",NĪLM grupas kods (lielākais pēc platības),NĪLM kodi(saraksts),Būvju skaits ,Būves kadastra apzīmējums,Būves daļas(skaitītājs),Būves daļas(saucējs),Būves lietošanas veida nosaukums,Būves lietošanas veida kods,Būves virszemes stāvu skaits,"Būves apbūves laukums, m2","Būves kopplatība, m2","Būves būvtilpums, m3",Būves ārsienu materiāla nosaukums,Būves ekspluatācijas uzsākšanas gads,"Būves fiziskais nolietojums, %",Būves kadastra apzīmējumu saraksts (viena darījuma ietvaros),Telpu grupu skaits (viena darījuma ietvaros),Dzīvokļu skaits (viena darījuma ietvaros),Telpu grupas kadastra apzīmējums,Telpu grupas daļas(skaitītājs),Telpu grupas daļas(saucējs),Telpu grupas lietošanas veida kods,Telpu grupas zemākais stāvs,Telpu grupas augstākais stāvs,"Telpu grupas platība, m2","Dzīvokļa kopplatība, m2",Telpu skaits telpu grupā,Istabu skaits dzīvoklī
24464,1120681,Dz,01009274666,"Ģertrūdes iela 77 - 14, Rīga, LV-1011",NULL,Rīga,NULL,12/21/2022,128000,01000290082,1096,25229,41.53, 07,"702(935), 801(21)",1,01000290082001,1096,25229,Triju vai vairāku dzīvokļu mājas,1122,5,682.7,2990.4,14367,2907 - Māla ķieģeļi,1910,48,01000290082001,0,1,01000290082001015,1,1,1122,3,3,109.6,109.6,9,4
24464,1142471,Dz,01009274684,"Ģertrūdes iela 77 - 18, Rīga, LV-1011",NULL,Rīga,NULL,6/6/2023,26000,01000290082,335,25229,12.69, 07,"702(935), 801(21)",1,01000290082001,335,25229,Triju vai vairāku dzīvokļu mājas,1122,5,682.7,2990.4,14367,2907 - Māla ķieģeļi,1910,48,01000290082001,0,1,01000290082001022,1,1,1122,-1,-1,33.5,33.5,5,1
24464,1126322,Dz,01009274667,"Ģertrūdes iela 77 - 19, Rīga, LV-1011",NULL,Rīga,NULL,2/7/2023,42640,01000290082,484,25229,18.34, 07,"702(935), 801(21)",1,01000290082001,484,25229,Triju vai vairāku dzīvokļu mājas,1122,5,682.7,2990.4,14367,2907 - Māla ķieģeļi,1910,48,01000290082001,0,1,01000290082001023,1,1,1122,-1,-1,48.4,48.4,5,1
24464,1161819,Dz,01009274674,"Ģertrūdes iela 77 - 3, Rīga, LV-1011",NULL,Rīga,NULL,10/9/2023,125100,01000290082,589,25229,22.32, 07,"702(935), 801(21)",1,01000290082001,589,25229,Triju vai vairāku dzīvokļu mājas,1122,5,682.7,2990.4,14367,2907 - Māla ķieģeļi,1910,48,01000290082001,0,1,01000290082001006,1,1,1122,2,2,58.9,58.9,5,3
24464,1121226,Dz,01009274687,"Ģertrūdes iela 77 - 3A, Rīga, LV-1011",NULL,Rīga,NULL,12/19/2022,85000,01000290082,706,25229,26.75, 07,"702(935), 801(21)",1,01000290082001,706,25229,Triju vai vairāku dzīvokļu mājas,1122,5,682.7,2990.4,14367,2907 - Māla ķieģeļi,1910,48,01000290082001,0,1,01000290082001005,1,1,1122,2,2,70.6,70.6,6,2
24464,1123439,Dz,01009274663,"Ģertrūdes iela 77 - 8, Rīga, LV-1011",NULL,Rīga,NULL,1/11/2023,119000,01000290082,969,25229,36.72, 07,"702(935), 801(21)",1,01000290082001,969,25229,Triju vai vairāku dzīvokļu mājas,1122,5,682.7,2990.4,14367,2907 - Māla ķieģeļi,1910,48,01000290082001,0,1,01000290082001018,1,1,1122,4,4,96.7,96.7,7,3
24464,1160015,Dz,01009274663,"Ģertrūdes iela 77 - 8, Rīga, LV-1011",NULL,Rīga,NULL,9/28/2023,185000,01000290082,969,25229,36.72, 07,"702(935), 801(21)",1,01000290082001,969,25229,Triju vai vairāku dzīvokļu mājas,1122,5,682.7,2990.4,14367,2907 - Māla ķieģeļi,1910,48,01000290082001,0,1,01000290082001018,1,1,1122,4,4,96.7,96.7,7,3
24464,1128613,Dz,01009274670,"Ģertrūdes iela 77 - 9, Rīga, LV-1011",NULL,Rīga,NULL,2/17/2023,164000,01000290082,1352,25229,51.23, 07,"702(935), 801(21)",1,01000290082001,1352,25229,Triju vai vairāku dzīvokļu mājas,1122,5,682.7,2990.4,14367,2907 - Māla ķieģeļi,1910,48,01000290082001,0,1,01000290082001003,1,1,1122,1,1,138.2,138.2,9,5
24464,1168761,Dz,01009097209,"Ģertrūdes iela 78 - 46, Rīga, LV-1009",NULL,Rīga,NULL,11/29/2023,60606.78,NULL,NULL,NULL,NULL,NULL,NULL,1,01000310077001,512,44999,Triju vai vairāku dzīvokļu mājas,1122,7,1161.8,5912.1,20060,"2808 - Keramzītbetona paneļi, 2907 - Māla ķieģeļi",1987,30,01000310077001,0,1,01000310077001046,1,1,1122,2,2,51.2,50.8,7,2
24464,1130402,Dz,01009086166,"Ģertrūdes iela 86 - 33, Rīga, LV-1009",NULL,Rīga,NULL,3/6/2023,45000,01000310079,5193,166327,29.72, 07,703(952),7,01000310079002,5193,166327,Triju vai vairāku dzīvokļu mājas,1122,6,206.7,1034.2,4408,2907 - Māla ķieģeļi,"1913, 2020",32,"1000310079011, 1000310079010, 1000310079007, 1000310079004, 1000310079003, 1000310079002, 1000310079001",0,1,01000310079002023,1,1,1122,6,6,51.9,51.9,6,2
24464,1168155,Dz,01009947109,"Ģertrūdes iela 91 - 1, Rīga, LV-1009",NULL,Rīga,NULL,11/21/2023,44000,01000320062,231,7934,19.45, 07,703(668),4,01000320062001,231,7934,Triju vai vairāku dzīvokļu mājas,1122,6,272.5,1223.2,5471,2907 - Māla ķieģeļi,"1900, 1999",46,"1000320062005, 1000320062003, 1000320062002, 1000320062001",0,1,01000320062001001,1,1,1122,1,1,43.7,43.7,7,1
24464,1143421,Dz,01009193394,"Ģertrūdes iela 91A - 14, Rīga, LV-1009",NULL,Rīga,NULL,4/20/2023,17000,01000320062,141,7934,11.87, 07,703(668),4,01000320062002,141,7934,Triju vai vairāku dzīvokļu mājas,1122,6,189.2,911.6,3757,2907 - Māla ķieģeļi,1900,60,"1000320062005, 1000320062003, 1000320062002, 1000320062001",0,1,01000320062002014,1,1,1122,1,1,28.2,28.2,3,2
24464,1159185,Dz,01009188892,"Ģertrūdes iela 91A - 33, Rīga, LV-1009",NULL,Rīga,NULL,9/21/2023,16600,01000320062,201,15868,8.46, 07,703(668),4,01000320062002,201,15868,Triju vai vairāku dzīvokļu mājas,1122,6,189.2,911.6,3757,2907 - Māla ķieģeļi,1900,60,"1000320062005, 1000320062003, 1000320062002, 1000320062001",0,1,01000320062002033,1,1,1122,4,4,20.1,20.1,2,1
24464,1137849,Dz,01009209162,"Ģertrūdes iela 91A - 35, Rīga, LV-1009",NULL,Rīga,NULL,5/11/2023,23000,01000320062,77,7934,6.48, 07,703(668),4,01000320062002,77,7934,Triju vai vairāku dzīvokļu mājas,1122,6,189.2,911.6,3757,2907 - Māla ķieģeļi,1900,60,"1000320062005, 1000320062003, 1000320062002, 1000320062001",0,1,01000320062002035,1,1,1122,5,5,15.5,15.5,3,1
2211,1176268,Dz,01009213648,"Ģertrūdes iela 98 - 21, Rīga, LV-1009",NULL,Rīga,NULL,12/21/2023,14000,01000310103,131,6984,32.54, 07,"702(1656), 801(79)",8,01000310103001,131,6984,Triju vai vairāku dzīvokļu mājas,1122,5,467.1,1947.1,8539,2907 - Māla ķieģeļi,1911,48,"1000310103008, 1000310103007, 1000310103006, 1000310103005, 1000310103004, 1000310103003, 1000310103002, 1000310103001",0,1,01000310103001021,1,1,1122,1,1,26.1,26.1,4,1
24464,1125651,Dz,01009222133,"Ģertrūdes iela 98 - 26, Rīga, LV-1009",NULL,Rīga,NULL,2/1/2023,19000,01000310103,4,291,23.85, 07,"702(1656), 801(79)",8,01000310103001,4,291,Triju vai vairāku dzīvokļu mājas,1122,5,467.1,1947.1,8539,2907 - Māla ķieģeļi,1911,48,"1000310103008, 1000310103007, 1000310103006, 1000310103005, 1000310103004, 1000310103003, 1000310103002, 1000310103001",0,1,01000310103001026,1,1,1122,1,1,19.2,19.2,2,1
24464,1150509,Dz,01009196500,"Ģertrūdes iela 98 - 33, Rīga, LV-1009",NULL,Rīga,NULL,7/28/2023,22000,01000310103,269,13968,33.41, 07,"702(1656), 801(79)",8,01000310103001,269,13968,Triju vai vairāku dzīvokļu mājas,1122,5,467.1,1947.1,8539,2907 - Māla ķieģeļi,1911,48,"1000310103008, 1000310103007, 1000310103006, 1000310103005, 1000310103004, 1000310103003, 1000310103002, 1000310103001",0,1,01000310103001033,1,1,1122,3,3,26.9,26.9,2,2
24464,1137448,Dz,01009220625,"Ģertrūdes iela 98 - 46, Rīga, LV-1009",NULL,Rīga,NULL,4/27/2023,8500,01000310103,191,13968,23.72, 07,"702(1656), 801(79)",8,01000310103001,191,13968,Triju vai vairāku dzīvokļu mājas,1122,5,467.1,1947.1,8539,2907 - Māla ķieģeļi,1911,48,"1000310103008, 1000310103007, 1000310103006, 1000310103005, 1000310103004, 1000310103003, 1000310103002, 1000310103001",0,1,01000310103001046,1,1,1122,5,5,19.1,19.1,2,1
2211,1176977,Dz,01009138872,"Ģertrūdes iela 98 - 49, Rīga, LV-1009",NULL,Rīga,NULL,1/26/2024,18000,01000310103,83,6984,20.62, 07,"702(1656), 801(79)",8,01000310103001,83,6984,Triju vai vairāku dzīvokļu mājas,1122,5,467.1,1947.1,8539,2907 - Māla ķieģeļi,1911,48,"1000310103008, 1000310103007, 1000310103006, 1000310103005, 1000310103004, 1000310103003, 1000310103002, 1000310103001",0,1,01000310103001049,1,1,1122,5,5,16.9,16.9,2,1
24464,1168223,Dz,01009228580,"Ģertrūdes iela 99 k-2 - 43, Rīga, LV-1009",NULL,Rīga,NULL,11/24/2023,22000,01000320002,62,2783,18.76, 07,"703(836), 801(6)",3,01000320066005,434,10343,Triju vai vairāku dzīvokļu mājas,1122,6,295.3,1409,6064,2907 - Māla ķieģeļi,"1912, 2021",58,"1000320066009, 1000320066008, 1000320066005",0,1,01000320066005043,1,1,1122,1,1,41,41,5,2
2211,1176824,Dz,01009279707,"Krišjāņa Barona iela 106 - 2, Rīga, LV-1001",NULL,Rīga,NULL,1/31/2024,28000,01000330004,248,16525,19.61, 07,"702(878), 801(429)",6,01000330004001,248,16525,Triju vai vairāku dzīvokļu mājas,1122,5,203.2,783.4,3580,2907 - Māla ķieģeļi,"1894, 2006",28,"1000330004007, 1000330004006, 1000330004005, 1000330004003, 1000330004002, 1000330004001",0,1,01000330004001002,1,1,1122,1,1,24.8,24.8,4,1
24464,1125853,T,01009213656,"Krišjāņa Barona iela 125 - 1B, Rīga, LV-1012",NULL,Rīga,NULL,2/8/2023,13500,01000270070,2392,143439,69.54, 07,"702(3824), 801(229), 1001(89), 1002(28)",4,01000270070001,2392,143439,Triju vai vairāku dzīvokļu mājas,1122,5,1497.6,6915,28507,2907 - Māla ķieģeļi,"1958, 2019",45,"1000270070004, 1000270070003, 1000270070002, 1000270070001",1,0,01000270070001088,1,1,1274,-1,-1,95.3,0,9,0
24464,1169327,Dz,01009173585,"Krišjāņa Barona iela 125 - 2, Rīga, LV-1012",NULL,Rīga,NULL,11/30/2023,21500,01000270070,1789,191252,39.01, 07,"702(3824), 801(229), 1001(89), 1002(28)",4,01000270070001,1789,191252,Triju vai vairāku dzīvokļu mājas,1122,5,1497.6,6913,28507,2907 - Māla ķieģeļi,"1958, 2019",46,"1000270070004, 1000270070003, 1000270070002, 1000270070001",0,1,01000270070001002,1,1,1122,1,1,53.6,53.6,6,2
24464,1140777,Dz,01009091260,"Krišjāņa Barona iela 125 - 53, Rīga, LV-1012",NULL,Rīga,NULL,5/26/2023,59000,01000270070,1723,286878,25.05, 07,"702(3824), 801(229), 1001(89), 1002(28)",4,01000270070001,1723,286878,Triju vai vairāku dzīvokļu mājas,1122,5,1497.6,6913,28507,2907 - Māla ķieģeļi,"1958, 2019",46,"1000270070004, 1000270070003, 1000270070002, 1000270070001",0,1,01000270070001053,1,1,1122,2,2,34.5,34.5,5,1
24464,1149160,T,01009229492,"Krišjāņa Barona iela 129 - 1, Rīga, LV-1012",NULL,Rīga,NULL,7/19/2023,50500,01000270064,638,25791,26, 07,"703(937), 801(114)",1,01000270064001,638,25791,Triju vai vairāku dzīvokļu mājas,1122,6,662.8,3313.7,14696,2907 - Māla ķieģeļi,"1912, 1996",32,01000270064001,1,0,01000270064001081,1,1,1230,1,1,63.8,0,3,0
24464,1160069,Dz,01009229502,"Krišjāņa Barona iela 129 - 11, Rīga, LV-1012",NULL,Rīga,NULL,9/29/2023,37000,01000270064,172,25791,7.01, 07,"703(937), 801(114)",1,01000270064001,172,25791,Triju vai vairāku dzīvokļu mājas,1122,6,662.8,3313.7,14696,2907 - Māla ķieģeļi,"1912, 1996",32,01000270064001,0,1,01000270064001091,1,1,1122,2,2,17.2,17.2,3,1
2211,1176881,Dz,01009229472,"Krišjāņa Barona iela 129 - 36, Rīga, LV-1012",NULL,Rīga,NULL,1/30/2024,50000,01000270064,256,25791,10.43, 07,"703(937), 801(114)",1,01000270064001,256,25791,Triju vai vairāku dzīvokļu mājas,1122,6,662.8,3313.9,14696,2907 - Māla ķieģeļi,"1912, 1996",31,01000270064001,0,1,01000270064001036,1,1,1122,6,6,25.6,25.6,2,1
24464,1172144,T,01009229533,"Krišjāņa Barona iela 129 - 5, Rīga, LV-1012",NULL,Rīga,NULL,12/19/2023,27000,01000270064,68,8597,8.31, 07,"703(937), 801(114)",1,01000270064001,68,8597,Triju vai vairāku dzīvokļu mājas,1122,6,662.8,3313.9,14696,2907 - Māla ķieģeļi,"1912, 1996",31,01000270064001,1,0,01000270064001122,1,1,1274,-1,-1,20.4,0,2,0
24464,1140542,Dz,01009229509,"Krišjāņa Barona iela 129 - 56, Rīga, LV-1012",NULL,Rīga,NULL,5/22/2023,117500,01000270064,466,25791,18.99, 07,"703(937), 801(114)",1,01000270064001,466,25791,Triju vai vairāku dzīvokļu mājas,1122,6,662.8,3313.7,14696,2907 - Māla ķieģeļi,"1912, 1996",32,01000270064001,0,1,01000270064001098,1,1,1122,4,4,46.6,46.6,5,3
24464,1131197,Dz,01009261451,"Krišjāņa Barona iela 14 - 11, Rīga, LV-1050",NULL,Rīga,NULL,3/10/2023,126500,01000050006,398,73917,12.94, 07,"703(1910), 801(404), 908(89)",6,01000050006002,398,73917,Triju vai vairāku dzīvokļu mājas,1122,6,1019.3,4688.7,21737,2907 - Māla ķieģeļi,1910,35,"1000050006006, 1000050006005, 1000050006004, 1000050006003, 1000050006002, 1000050006001",0,1,01000050006002033,1,1,1122,3,3,39.8,39.8,3,2
24464,1168076,Dz,01009147212,"Krišjāņa Barona iela 14 - 26, Rīga, LV-1050",NULL,Rīga,NULL,11/24/2023,185000,01000050006,125,8213,36.57, 07,"703(1910), 801(404), 908(89)",6,01000050006001,125,8213,Triju vai vairāku dzīvokļu mājas,1122,7,730.5,4129.6,17678,2907 - Māla ķieģeļi,1909,30,"1000050006006, 1000050006005, 1000050006004, 1000050006003, 1000050006002, 1000050006001",0,1,01000050006001026,1,1,1122,2,2,113.6,113.6,9,3
24464,1163505,Dz,01009252798,"Krišjāņa Barona iela 14 - 34, Rīga, LV-1050",NULL,Rīga,NULL,9/27/2023,550000,01000050006,2105,73917,68.43, 07,"703(1910), 801(404), 908(89)",6,01000050006001,2105,73917,Triju vai vairāku dzīvokļu mājas,1122,7,730.5,4127,17678,2907 - Māla ķieģeļi,1909,31,"1000050006006, 1000050006005, 1000050006004, 1000050006003, 1000050006002, 1000050006001",0,1,01000050006001034,1,1,1122,6,7,210.5,210.5,12,5
24464,1132941,Dz,01009210875,"Krišjāņa Barona iela 140A - 26, Rīga, LV-1012",NULL,Rīga,NULL,3/31/2023,14500,01000352044,275,9169,76.81, 07,"701(2129), 801(432)",7,01000352044002,275,9169,Triju vai vairāku dzīvokļu mājas,1122,2,346.4,650.1,2389,11 - Kokmateriāli,1880,65,"1000352044007, 1000352044006, 1000352044005, 1000352044004, 1000352044003, 1000352044002, 1000352044001",0,1,01000352044002006,1,1,1122,2,2,27.5,27.5,2,1
24464,1143568,Dz,01009213123,"Krišjāņa Barona iela 140A - 28, Rīga, LV-1012",NULL,Rīga,NULL,6/14/2023,18500,01000352044,330,9169,92.17, 07,"701(2129), 801(432)",7,01000352044002,330,9169,Triju vai vairāku dzīvokļu mājas,1122,2,346.4,650.1,2389,11 - Kokmateriāli,1880,65,"1000352044007, 1000352044006, 1000352044005, 1000352044004, 1000352044003, 1000352044002, 1000352044001",0,1,01000352044002008,1,1,1122,2,2,33.6,33.6,3,2
24464,1159251,Dz,01009207786,"Krišjāņa Barona iela 17 - 10, Rīga, LV-1011",NULL,Rīga,NULL,8/31/2023,86000,01000212005,473,13126,16.72, 07,"702(331), 801(133)",2,01000212005001,473,13126,Triju vai vairāku dzīvokļu mājas,1122,5,376.2,1476.2,7176,2908 - Silikātķieģeļi,1870,60,"1000212005002, 1000212005001",0,1,01000212005001010,1,1,1122,5,5,45.8,45.8,5,2
24464,1170943,Dz,01009153924,"Krišjāņa Barona iela 21 - 6, Rīga, LV-1011",NULL,Rīga,NULL,12/13/2023,67500,01000210074,2045,32393,14.71, 07,"702(203), 801(30)",1,01000210074001,2045,32393,Triju vai vairāku dzīvokļu mājas,1122,5,210.2,840,3669,2907 - Māla ķieģeļi,"1894, 1896",35,01000210074001,0,1,01000210074001006,1,1,1122,2,2,40.9,40.9,6,2
24464,1159146,Dz,01009174308,"Krišjāņa Barona iela 22 - 1, Rīga, LV-1050",NULL,Rīga,NULL,9/22/2023,144000,01000300173,258,6803,22.6, 07,"703(383), 801(125), 901(88)",1,01000300173001,258,6803,Triju vai vairāku dzīvokļu mājas,1122,6,464.1,2127.5,9784,2907 - Māla ķieģeļi,NULL,45,01000300173001,0,1,01000300173001001,1,1,1122,3,3,76.2,76.2,4,2
24464,1146972,Dz,01009034337,"Krišjāņa Barona iela 22 - 4, Rīga, LV-1050",NULL,Rīga,NULL,7/5/2023,154000,01000300173,356,6803,31.19, 07,"703(383), 801(125), 901(88)",1,01000300173001,356,6803,Triju vai vairāku dzīvokļu mājas,1122,6,464.1,2127.5,9784,2907 - Māla ķieģeļi,NULL,45,01000300173001,0,1,01000300173001004,1,1,1122,4,4,106.8,106.8,9,4
2211,1175653,Dz,01009255287,"Krišjāņa Barona iela 24/26 - 13, Rīga, LV-1050",NULL,Rīga,NULL,1/19/2024,57500,01000300074,67,16634,5.06, 07,"703(1059), 801(150), 1002(46)",1,01000300074001,67,16634,Triju vai vairāku dzīvokļu mājas,1122,7,1059.3,6152.5,28005,"1105 - Koka karkasa konstrukcijas, 2907 - Māla ķieģeļi",1910,43,01000300074001,0,1,01000300074001056,1,1,1122,3,3,20.1,20.1,2,1
24464,1161531,Dz,01009228656,"Krišjāņa Barona iela 25 - 50, Rīga, LV-1011",NULL,Rīga,NULL,10/9/2023,149000,01000210076,741,91370,23.66, 07,"703(2135), 801(137), 901(578), 1001(67)",5,01000210076001,741,91370,Triju vai vairāku dzīvokļu mājas,1122,6,1402.1,7144.6,32042,2907 - Māla ķieģeļi,1896,42,"1000210076005, 1000210076004, 1000210076003, 1000210076002, 1000210076001",0,1,01000210076001029,1,1,1122,6,6,75.8,75.8,4,3
2211,1172769,Dz,01009092065,"Krišjāņa Barona iela 3 - 4, Rīga, LV-1050",NULL,Rīga,NULL,12/22/2023,304000,01000210053,1759,33031,42.6, 07,"601(24), 703(422), 801(87), 901(43), 902(37), 908(183), 1002(4)",3,01000210053001,1759,33031,Triju vai vairāku dzīvokļu mājas,1122,6,676.8,3651.5,16099,2907 - Māla ķieģeļi,1912,50,"1000210053003, 1000210053002, 1000210053001",0,1,01000210053001004,1,1,1122,4,4,175.9,175.9,14,6
24464,1172769,Dz,01009092065,"Krišjāņa Barona iela 3 - 4, Rīga, LV-1050",NULL,Rīga,NULL,12/22/2023,304000,01000210053,1759,33031,42.6, 07,"601(24), 703(422), 801(87), 901(43), 902(37), 908(183), 1002(4)",3,01000210053001,1759,33031,Triju vai vairāku dzīvokļu mājas,1122,6,676.8,3651.5,16099,2907 - Māla ķieģeļi,1912,50,"1000210053003, 1000210053002, 1000210053001",0,1,01000210053001004,1,1,1122,4,4,175.9,175.9,14,6
24464,1132324,Dz,01009263828,"Krišjāņa Barona iela 33A - 7, Rīga, LV-1011",NULL,Rīga,NULL,3/27/2023,185000,01000220076,784,19741,25.34, 07,"703(466), 801(172)",1,01000220076001,784,19741,Triju vai vairāku dzīvokļu mājas,1122,6,442.9,2194.1,8998,2802 - Gāzbetona bloki,NULL,16,01000220076001,0,1,01000220076001016,1,1,1122,5,5,78.4,60.1,7,3
24464,1160204,Dz,01009093816,"Krišjāņa Barona iela 36 - 29, Rīga, LV-1011",NULL,Rīga,NULL,9/29/2023,160000,01000300042,299,14939,24.64, 07,"703(856), 801(375)",1,01000300042001,299,14939,Triju vai vairāku dzīvokļu mājas,1122,9,840.2,5053.6,21194,2907 - Māla ķieģeļi,"1900, 2006",35,01000300042001,0,1,01000300042001029,1,1,1122,6,6,82.1,82.1,4,3
24464,1134532,Dz,01009250159,"Krišjāņa Barona iela 39 - 9, Rīga, LV-1011",NULL,Rīga,NULL,4/5/2023,115000,01000220087,896,18443,38.62, 07,"702(621), 801(174)",2,01000220087001,896,18443,Triju vai vairāku dzīvokļu mājas,1122,3,328,978,3896,11 - Kokmateriāli,1892,60,"1000220087002, 1000220087001",0,1,01000220087001009,1,1,1122,2,3,89.6,89.6,7,5
24464,1131195,T,01009161763,"Krišjāņa Barona iela 39, Rīga, LV-1011",NULL,Rīga,NULL,3/14/2023,120000,01000220087,755,18443,32.54, 07,"702(621), 801(174)",2,01000220087001,755,18443,Triju vai vairāku dzīvokļu mājas,1122,3,328,978,3896,11 - Kokmateriāli,1892,60,"1000220087002, 1000220087001",1,0,01000220087001013,1,1,1230,1,1,75.5,0,10,0
24464,1145587,Dz,01000220100,"Krišjāņa Barona iela 49 - 1, Rīga, LV-1001",NULL,Rīga,NULL,3/27/2023,85000,01000220100,421,21369,21.1, 07,703(1071),2,01000220100001,421,21369,Triju vai vairāku dzīvokļu mājas,1122,8,897.5,5315.2,23509,2907 - Māla ķieģeļi,"1911, 2013",21,"1000220100002, 1000220100001",0,1,01000220100001001,1,1,1122,2,2,84.2,84.2,10,4
2211,1173704,Dz,01000220100,"Krišjāņa Barona iela 49 - 11, Rīga, LV-1001",NULL,Rīga,NULL,1/4/2024,132000,01000220100,721,42738,18.07, 07,703(1071),2,01000220100001,721,42738,Triju vai vairāku dzīvokļu mājas,1122,8,897.5,5315.2,23509,2907 - Māla ķieģeļi,"1911, 2013",21,"1000220100002, 1000220100001",0,1,01000220100001011,1,1,1122,2,2,72.1,72.1,9,4
24464,1138526,Dz,01000220100,"Krišjāņa Barona iela 49 - 15, Rīga, LV-1001",NULL,Rīga,NULL,3/24/2023,99000,01000220100,253,14246,19.02, 07,703(1071),2,01000220100001,253,14246,Triju vai vairāku dzīvokļu mājas,1122,8,897.5,5315.2,23509,2907 - Māla ķieģeļi,"1911, 2013",21,"1000220100002, 1000220100001",0,1,01000220100001015,1,1,1122,5,5,75.9,75.9,8,4
24464,1168595,Dz,01000220100,"Krišjāņa Barona iela 49 - 15, Rīga, LV-1001",NULL,Rīga,NULL,11/27/2023,130000,01000220100,253,14246,19.02, 07,703(1071),2,01000220100001,253,14246,Triju vai vairāku dzīvokļu mājas,1122,8,897.5,5315.2,23509,2907 - Māla ķieģeļi,"1911, 2013",21,"1000220100002, 1000220100001",0,1,01000220100001015,1,1,1122,5,5,75.9,75.9,8,4
24464,1134260,Dz,01000220100,"Krišjāņa Barona iela 49 - 22, Rīga, LV-1001",NULL,Rīga,NULL,3/22/2023,108000,01000220100,761,42738,19.07, 07,703(1071),2,01000220100001,761,42738,Triju vai vairāku dzīvokļu mājas,1122,8,897.5,5315.2,23509,2907 - Māla ķieģeļi,"1911, 2013",21,"1000220100002, 1000220100001",0,1,01000220100001022,1,1,1122,3,3,76.1,74.8,10,5
24464,1140851,Dz,01000220100,"Krišjāņa Barona iela 49 - 24, Rīga, LV-1001",NULL,Rīga,NULL,3/25/2023,157000,01000220100,923,42738,23.13, 07,703(1071),2,01000220100001,923,42738,Triju vai vairāku dzīvokļu mājas,1122,8,897.5,5315.2,23509,2907 - Māla ķieģeļi,"1911, 2013",21,"1000220100002, 1000220100001",0,1,01000220100001024,1,1,1122,3,3,92.3,92.3,9,5
24464,1144374,Dz,01000220100,"Krišjāņa Barona iela 49 - 3, Rīga, LV-1001",NULL,Rīga,NULL,3/23/2023,109000,01000220100,137,7123,20.6, 07,703(1071),2,01000220100001,137,7123,Triju vai vairāku dzīvokļu mājas,1122,8,897.5,5315.2,23509,2907 - Māla ķieģeļi,"1911, 2013",21,"1000220100002, 1000220100001",0,1,01000220100001003,1,1,1122,3,3,82.2,82.2,10,4
24464,1146116,Dz,01000220100,"Krišjāņa Barona iela 49 - 31, Rīga, LV-1001",NULL,Rīga,NULL,4/1/2023,127000,01000220100,775,42738,19.42, 07,703(1071),2,01000220100001,775,42738,Triju vai vairāku dzīvokļu mājas,1122,8,897.5,5315.2,23509,2907 - Māla ķieģeļi,"1911, 2013",21,"1000220100002, 1000220100001",0,1,01000220100001031,1,1,1122,6,6,77.5,76.2,10,5
24464,1145588,Dz,01000220100,"Krišjāņa Barona iela 49 - 33, Rīga, LV-1001",NULL,Rīga,NULL,3/27/2023,108000,01000220100,307,14246,23.08, 07,703(1071),2,01000220100001,307,14246,Triju vai vairāku dzīvokļu mājas,1122,8,897.5,5315.2,23509,2907 - Māla ķieģeļi,"1911, 2013",21,"1000220100002, 1000220100001",0,1,01000220100001033,1,1,1122,6,6,92.1,92.1,9,4
24464,1150334,Dz,01000220100,"Krišjāņa Barona iela 49 - 4A, Rīga, LV-1001",NULL,Rīga,NULL,7/24/2023,153000,01000220100,8,419,20.45, 07,703(1071),2,01000220100001,8,419,Triju vai vairāku dzīvokļu mājas,1122,8,897.5,5315.2,23509,2907 - Māla ķieģeļi,"1911, 2013",21,"1000220100002, 1000220100001",0,1,01000220100001035,1,1,1122,3,3,81.6,81.6,8,3
24464,1144382,Dz,01000220100,"Krišjāņa Barona iela 49 - 9, Rīga, LV-1001",NULL,Rīga,NULL,3/23/2023,110000,01000220100,845,42738,21.18, 07,703(1071),2,01000220100001,845,42738,Triju vai vairāku dzīvokļu mājas,1122,8,897.5,5315.2,23509,2907 - Māla ķieģeļi,"1911, 2013",21,"1000220100002, 1000220100001",0,1,01000220100001009,1,1,1122,6,6,84.5,82.1,11,4
24464,1146148,Dz,01009271351,"Krišjāņa Barona iela 55 - 20, Rīga, LV-1001",NULL,Rīga,NULL,6/26/2023,195000,01000280079,929,22880,31.91, 07,"702(502), 801(284)",1,01000280079001,929,22880,Triju vai vairāku dzīvokļu mājas,1122,5,594.2,2461.5,13206,2907 - Māla ķieģeļi,1945,30,01000280079001,0,1,01000280079001020,1,1,1122,3,3,92.9,92.9,7,3
24464,1133954,Dz,01009271353,"Krišjāņa Barona iela 55 - 22, Rīga, LV-1001",NULL,Rīga,NULL,3/23/2023,315000,01000280079,1631,11440,112.06, 07,"702(502), 801(284)",1,01000280079001,1631,11440,Triju vai vairāku dzīvokļu mājas,1122,5,594.2,2467.8,13206,2908 - Silikātķieģeļi,1945,30,01000280079001,0,1,01000280079001022,1,1,1122,4,5,326.2,319.2,21,7
